SIPRI Transfers Database 


 Database search results for buyer 'All Countries' and seller  'All Countries' and the years from 2011 to 2021 - (created: 11-03-2023)

Deal ID;Seller;Buyer;Designation;Description;Armament category;Order date;Order date is estimate;Numbers delivered;Numbers delivered is estimate;Delivery year;Delivery year is estimate;Status;SIPRI estimate;TIV deal unit;TIV delivery values;Local production
50106;Russia;China;Mi-8MT/Mi-17;transport helicopter;Aircraft;2005;Yes;10;Yes;2012;Yes;New;6.7500;6.7500;67.5;No
54476;Ukraine;Ethiopia;Kombat;anti-tank missile;Missiles;2011;No;625;Yes;2012;Yes;New;0.0200;0.0200;12.5;No
53236;United States;Paraguay;Cessna-208 Caravan;light transport ac;Aircraft;2010;No;1;No;2012;No;New;1.0000;1.0000;1;No
31376;United States;Poland;C-130E Hercules;transport aircraft;Aircraft;2004;Yes;1;No;2011;No;Second hand but modernized;24.0000;15.84;15.84;No
31376;United States;Poland;C-130E Hercules;transport aircraft;Aircraft;2004;Yes;1;No;2012;No;Second hand but modernized;24.0000;15.84;15.84;No
55384;Canada;Cambodia;PW100;turboprop/turboshaft;Engines;2012;No;4;Yes;2012;No;New;1.0000;1.0000;4;No
55383;China;Cambodia;MA60;transport aircraft;Aircraft;2012;No;2;No;2012;No;New;7.5000;7.5000;15;No
35021;United States;South Korea;F404;turbofan;Engines;2006;Yes;11;Yes;2012;No;New;2.2000;2.2000;24.2;Yes
32258;United States;South Korea;SPY-1D;air search radar;Sensors;2002;Yes;1;No;2012;No;New;22.0000;22.0000;22;No
50748;United States;South Korea;SPG-62;fire control radar;Sensors;2002;Yes;3;No;2012;No;New;4.5000;4.5000;13.5;No
50750;United States;South Korea;Mk-45 127mm;naval gun;Naval weapons;2002;Yes;1;No;2012;No;New;5.2500;5.2500;5.25;No
50756;United States;South Korea;SPS-67;sea search radar;Sensors;2002;Yes;1;No;2012;No;New;1.0000;1.0000;1;No
34065;Netherlands;South Korea;Goalkeeper;CIWS;Naval weapons;2003;No;1;No;2012;No;New;10.0000;10.0000;10;No
32123;United States;South Korea;APG-67;combat ac radar;Sensors;2006;Yes;11;Yes;2012;No;New;2.5000;2.5000;27.5;No
50561;United States;Turkey;AAQ-13 LANTIRN;combat ac radar;Sensors;2009;No;18;Yes;2012;Yes;New;1.0000;1.0000;18;No
50116;United States;United Kingdom;AGM-114K HELLFIRE;anti-tank missile;Missiles;2007;No;52;Yes;2011;No;New;0.0500;0.0500;2.6;No
54430;Russia;Afghanistan;Mi-8MT/Mi-17;transport helicopter;Aircraft;2013;No;12;No;2013;No;New;6.7500;6.7500;81;No
50110;France;Saudi Arabia;Damocles;aircraft EO system;Sensors;2007;Yes;5;Yes;2013;Yes;New;1.0000;1.0000;5;No
53047;United States;Sweden;LCR-2020;air/sea search radar;Sensors;2010;Yes;24;Yes;2011;No;New;5.0000;5.0000;120;No
52238;China;Pakistan;LS-6-500;guided bomb;Missiles;2008;Yes;75;Yes;2012;Yes;New;0.0300;0.0300;2.25;No
50070;United States;Iraq;C-130J-30 Hercules;transport aircraft;Aircraft;2009;No;3;No;2013;No;New;37.5000;37.5000;112.5;No
19637;China;Pakistan;Red Arrow-8;anti-tank missile;Missiles;1989;No;500;Yes;2012;Yes;New;0.0100;0.0100;5;Yes
52101;United States;Iraq;M-198 155mm;towed gun;Artillery;2010;No;28;Yes;2012;No;Second hand;0.8500;0.34;9.52;No
55428;Russia;Algeria;TEST-71;anti-ship/ASW torpedo;Missiles;2007;Yes;6;Yes;2011;Yes;New;1.1000;1.1000;6.6;No
55428;Russia;Algeria;TEST-71;anti-ship/ASW torpedo;Missiles;2007;Yes;7;Yes;2012;Yes;New;1.1000;1.1000;7.7;No
53912;Russia;Algeria;Pozitiv-ME1.2;air/sea search radar;Sensors;2007;Yes;2;No;2012;No;New;5.0000;5.0000;10;No
37078;Germany;Turkey;MT-881;diesel engine;Engines;2001;Yes;40;Yes;2012;No;New;0.1800;0.1800;7.2;No
30942;United States;United Kingdom;F-35B Lightning-2;FGA aircraft;Aircraft;2006;Yes;2;No;2012;No;New;60.0000;60.0000;120;Yes
38427;Russia;Algeria;Metis-M;anti-tank missile;Missiles;2006;Yes;100;Yes;2012;Yes;New;0.0200;0.0200;2;No
33705;United States;Pakistan;P-3CUP Orion;ASW aircraft;Aircraft;2005;No;3;No;2012;No;New;75.0000;75.0000;225;No
32035;France;New Zealand;NH-90 TTH;transport helicopter;Aircraft;2006;No;2;No;2012;No;New;7.0000;7.0000;14;No
32684;France;Oman;NH-90 TTH;transport helicopter;Aircraft;2004;No;6;Yes;2012;No;New;7.0000;7.0000;42;No
38255;Israel;Italy;Spike-MR/LR;anti-tank missile;Missiles;2009;No;200;Yes;2012;No;New;0.0300;0.0300;6;Yes
34056;Israel;New Zealand;EL/M-2022;MP aircraft radar;Sensors;2005;No;1;No;2011;No;New;2.5000;2.5000;2.5;No
34056;Israel;New Zealand;EL/M-2022;MP aircraft radar;Sensors;2005;No;2;No;2012;No;New;2.5000;2.5000;5;No
40253;Israel;Spain;Spike-ER;anti-tank missile;Missiles;2007;No;75;Yes;2012;Yes;New;0.0600;0.0600;4.5;Yes
53666;Israel;Singapore;Derby;BVRAAM;Missiles;2008;Yes;40;Yes;2012;Yes;New;0.4000;0.4000;16;No
53665;Israel;Singapore;Python-5;BVRAAM;Missiles;2008;Yes;40;Yes;2012;Yes;New;0.2500;0.2500;10;No
39380;United States;UAE;GMLRS;guided rocket;Missiles;2008;Yes;780;Yes;2012;Yes;New;0.0800;0.0800;62.4;No
36051;Switzerland;UAE;PC-21;trainer aircraft;Aircraft;2009;No;9;No;2012;No;New;4.9000;4.9000;44.1;No
54012;United States;Australia;C-17A Globemaster-3;heavy transport ac;Aircraft;2012;No;1;No;2012;No;New;140.0000;140.0000;140;No
25340;Russia;India;R-73;BVRAAM;Missiles;1996;Yes;270;Yes;2012;No;New;0.1500;0.1500;40.5;No
30638;United States;South Korea;Boeing-737 AEW&C;AEW&C aircraft;Aircraft;2006;No;2;No;2012;No;New;250.0000;250.0000;500;Yes
52102;United States;Iraq;M-113;APC;Armoured vehicles;2010;No;479;No;2012;No;Second hand but modernized;0.2500;0.165;79.035;No
50734;United States;Iraq;Swiftships-35;patrol craft;Ships;2009;No;5;No;2011;No;New;5.5000;5.5000;27.5;No
50734;United States;Iraq;Swiftships-35;patrol craft;Ships;2009;No;3;No;2012;No;New;5.5000;5.5000;16.5;No
54493;Russia;India;R-77;BVRAAM;Missiles;2006;No;40;Yes;2012;Yes;New;0.4000;0.4000;16;No
36452;Russia;Brazil;Mi-35M;combat helicopter;Aircraft;2009;No;3;No;2012;No;New;11.5000;11.5000;34.5;No
50534;Norway;Brazil;Penguin-2;anti-ship missile;Missiles;2008;No;8;Yes;2012;Yes;New;0.7500;0.7500;6;No
40296;Italy;Afghanistan;G-222;transport aircraft;Aircraft;2008;No;5;Yes;2011;No;Second hand but modernized;15.0000;9.9;49.5;No
39603;Netherlands;Canada;Leopard-2A4;tank;Armoured vehicles;2007;No;10;Yes;2012;No;Second hand;4.0000;1.6;16;No
31200;United States;Canada;APS-143(V);MP aircraft radar;Sensors;2002;Yes;1;Yes;2011;Yes;New;2.5000;2.5000;2.5;No
54333;United States;Honduras;MX-7;light aircraft;Aircraft;2011;No;2;No;2012;No;New;0.1000;0.1000;0.2;No
53832;United States;Kuwait;Pegasus;patrol craft;Ships;2009;No;2;Yes;2011;No;New;4.6000;4.6000;9.2;No
53602;Austria;Ghana;DA42MPP;reconnaissance ac;Aircraft;2012;Yes;3;No;2012;No;New;0.5000;0.5000;1.5;No
35834;Italy;Qatar;AW139;helicopter;Aircraft;2008;No;5;Yes;2012;No;New;6.0000;6.0000;30;No
55382;Netherlands;Turkey;SMART;air search radar;Sensors;2009;Yes;3;Yes;2012;No;New;12.5000;12.5000;37.5;No
54070;Russia;Turkmenistan;Kh-35;anti-ship missile;Missiles;2008;Yes;32;Yes;2012;No;New;0.9000;0.9000;28.8;No
51600;Germany;Singapore;Buffel;ARV;Armoured vehicles;2007;Yes;10;Yes;2011;No;Second hand but modernized;2.2500;1.485;14.85;No
53914;Russia;Algeria;Kh-35;anti-ship missile;Missiles;2009;Yes;16;Yes;2012;Yes;New;0.9000;0.9000;14.4;No
55215;Russia;India;R-77;BVRAAM;Missiles;2011;Yes;139;Yes;2012;No;New;0.4000;0.4000;55.6;No
37694;France;United States;FLASH;ASW sonar;Sensors;2002;No;28;Yes;2012;No;New;1.9000;1.9000;53.2;Yes
39788;Ukraine;Russia;AI-222;turbofan;Engines;2006;No;24;Yes;2012;No;New;1.2000;1.2000;28.8;Yes
38300;Italy;Turkey;Compact 40L70;naval gun;Naval weapons;2007;No;4;No;2011;No;New;2.5000;2.5000;10;No
31385;Russia;India;Konkurs;anti-tank missile;Missiles;1988;Yes;2500;Yes;2012;No;New;0.0200;0.0200;50;Yes
26695;Russia;India;Su-30MK;FGA aircraft;Aircraft;2001;Yes;11;Yes;2012;No;New;55.0000;55.0000;605;Yes
53990;Canada;Indonesia;PT6;turboprop/turboshaft;Engines;2011;No;4;Yes;2012;No;New;0.5000;0.5000;2;No
39799;Brazil;Indonesia;EMB-314 Super Tucano;trainer/combat ac;Aircraft;2011;No;4;No;2012;No;New;4.4000;4.4000;17.6;No
32771;Germany;India;MILAN;anti-tank missile;Missiles;1979;Yes;400;Yes;2012;Yes;New;0.0100;0.0100;4;Yes
50838;Israel;India;EL/M-2083 APR;air search radar;Sensors;2009;No;2;Yes;2012;Yes;New;15.0000;15.0000;30;No
55460;Canada;Mauritania;PT6;turboprop/turboshaft;Engines;2011;No;2;Yes;2012;No;New;0.5000;0.5000;1;No
50896;Russia;Syria;S-125 Pechora-2M;SAM system;Air defence systems;2007;Yes;4;Yes;2011;No;New;30.0000;30.0000;120;No
50896;Russia;Syria;S-125 Pechora-2M;SAM system;Air defence systems;2007;Yes;4;Yes;2012;No;New;30.0000;30.0000;120;No
51988;United States;Taiwan;APG-78 Longbow;combat heli radar;Sensors;2010;Yes;2;Yes;2012;No;New;3.0000;3.0000;6;No
51479;Canada;Morocco;PT6;turboprop/turboshaft;Engines;2009;No;4;Yes;2012;No;New;0.5000;0.5000;2;No
40220;United States;Morocco;PC-9;trainer aircraft;Aircraft;2009;No;4;No;2012;No;New;1.6500;1.6500;6.6;No
51479;Canada;Morocco;PT6;turboprop/turboshaft;Engines;2009;No;20;Yes;2011;No;New;0.5000;0.5000;10;No
51539;United States;UAE;CH-47F Chinook;transport helicopter;Aircraft;2011;No;2;Yes;2012;No;New;20.0000;20.0000;40;No
51641;Israel;Chile;Spike-MR/LR;anti-tank missile;Missiles;2008;No;100;Yes;2012;Yes;New;0.0300;0.0300;3;No
33396;Israel;Brazil;Python-4;BVRAAM;Missiles;2002;Yes;40;Yes;2012;Yes;New;0.1700;0.1700;6.8;No
33396;Israel;Brazil;Python-4;BVRAAM;Missiles;2002;Yes;40;Yes;2011;Yes;New;0.1700;0.1700;6.8;No
50460;Israel;Azerbaijan;Hermes-450;UAV;Aircraft;2008;No;4;Yes;2012;Yes;New;2.0000;2.0000;8;No
52992;Israel;Azerbaijan;Aerostar;UAV;Aircraft;2010;No;8;Yes;2012;Yes;New;0.1000;0.1000;0.8;Yes
50502;Russia;Algeria;Su-30MK;FGA aircraft;Aircraft;2010;No;6;Yes;2012;No;New;55.0000;55.0000;330;No
32122;France;India;GS-100;air search radar;Sensors;2009;No;2;Yes;2011;Yes;New;7.5000;7.5000;15;Yes
32122;France;India;GS-100;air search radar;Sensors;2009;No;3;Yes;2012;No;New;7.5000;7.5000;22.5;Yes
50866;Israel;India;Griffin;guided bomb;Missiles;2009;No;125;Yes;2012;Yes;New;0.0200;0.0200;2.5;No
52086;Canada;UAE;PT6;turboprop/turboshaft;Engines;2010;No;10;Yes;2012;No;New;0.5000;0.5000;5;No
53246;Russia;Myanmar;MiG-29;fighter aircraft;Aircraft;2009;No;10;Yes;2011;No;New;20.6500;20.6500;206.5;No
53246;Russia;Myanmar;MiG-29;fighter aircraft;Aircraft;2009;No;1;Yes;2012;No;New;20.6500;20.6500;20.65;No
54429;Russia;Myanmar;R-73;BVRAAM;Missiles;2010;Yes;75;Yes;2011;Yes;New;0.1500;0.1500;11.25;No
54431;Russia;Myanmar;R-27R/T;BVRAAM;Missiles;2010;Yes;40;Yes;2011;Yes;New;0.1900;0.1900;7.6;No
52220;Netherlands;Estonia;XA-180;APC;Armoured vehicles;2010;No;6;No;2011;No;Second hand;0.3000;0.12;0.72;No
36172;Germany;Latvia;SWATH-125t;patrol craft;Ships;2008;Yes;2;Yes;2012;No;New;4.6000;4.6000;9.2;Yes
54014;United States;Israel;PC-9;trainer aircraft;Aircraft;2011;Yes;1;No;2012;No;New;1.6500;1.6500;1.65;No
39458;Italy;France;Super Rapid 76mm;naval gun;Naval weapons;2006;No;1;No;2012;No;New;2.7500;2.7500;2.75;No
51742;France;Indonesia;MIDR;diesel engine;Engines;2006;No;20;Yes;2011;No;New;0.0500;0.0500;1;No
51742;France;Indonesia;MIDR;diesel engine;Engines;2006;No;30;Yes;2012;No;New;0.0500;0.0500;1.5;No
53866;France;Bangladesh;AS365/AS565 Panther;helicopter;Aircraft;2011;No;2;No;2012;No;New;3.2500;3.2500;6.5;No
33178;France;Malaysia;EC725 Super Cougar;transport helicopter;Aircraft;2010;No;2;No;2012;No;New;7.5000;7.5000;15;No
53607;United Kingdom;Australia;Air refuel system;air refuel system;Other;2004;No;1;No;2012;No;New;10.0000;10.0000;10;No
39148;United States;Taiwan;Osprey;minehunter;Ships;2007;Yes;2;No;2012;No;Second hand but modernized;54.2600;35.8116;71.6232;No
27414;Russia;UAE;96K9 Pantsyr-S1;SPAAG/SAM system;Air defence systems;2000;No;6;Yes;2012;No;New;11.0000;11.0000;66;No
30827;France;Australia;A-330 MRTT;tanker/transport ac;Aircraft;2004;No;1;No;2012;No;New;98.0000;98.0000;98;Yes
53136;United Kingdom;Brazil;VT-90;OPV;Ships;2011;No;2;No;2012;No;New;38.2500;38.2500;76.5;No
36357;Germany;Brazil;MAN-280;diesel engine;Engines;2011;No;4;No;2012;No;New;3.5000;3.5000;14;No
27345;Russia;India;Talwar;frigate;Ships;2006;No;2;No;2012;No;New;294.5000;294.5000;589;No
54428;Russia;India;9M317;SAM;Missiles;2006;Yes;50;Yes;2012;Yes;New;0.2500;0.2500;12.5;No
32041;Russia;India;9M311 Treugolnik;SAM;Missiles;2005;Yes;200;Yes;2012;Yes;New;0.1200;0.1200;24;No
39388;Ukraine;India;DT-59;gas turbine;Engines;2006;No;4;No;2012;No;New;5.0000;5.0000;20;No
39389;Ukraine;India;DS-71;gas turbine;Engines;2006;No;4;No;2012;No;New;2.7500;2.7500;11;No
18701;United States;Saudi Arabia;6V-53;diesel engine;Engines;2009;No;155;Yes;2012;No;New;0.0400;0.0400;6.2;No
39001;United States;Saudi Arabia;ETS;anti-tank AV turret;Other;2009;Yes;30;Yes;2012;Yes;New;0.6000;0.6000;18;No
51518;Belgium;Saudi Arabia;LCTS-90 90mm;tank turret;Other;2009;Yes;30;Yes;2012;Yes;New;0.7000;0.7000;21;No
51570;United States;Mexico;TPS-70;air search radar;Sensors;2011;No;1;Yes;2012;Yes;New;11.0000;11.0000;11;No
52784;Russia;Venezuela;2S19 MSTA-S 152mm;self-propelled gun;Artillery;2009;No;16;Yes;2011;No;New;1.7500;1.7500;28;No
51132;China;Pakistan;A-100 300mm;self-propelled MRL;Artillery;2008;Yes;36;Yes;2011;Yes;New;1.2000;1.2000;43.2;Yes
50347;United States;Qatar;C-17A Globemaster-3;heavy transport ac;Aircraft;2010;Yes;2;No;2012;No;New;140.0000;140.0000;280;No
26964;Ukraine;China;Kuznetsov;aircraft carrier;Ships;1998;No;1;No;2012;No;Second hand;1579.0000;631.6;631.6;No
52941;China;Venezuela;Y-8;transport aircraft;Aircraft;2011;No;2;No;2012;No;New;23.0000;23.0000;46;No
50554;Sweden;Thailand;RBS-15M;anti-ship missile;Missiles;2010;No;12;Yes;2012;No;New;1.0000;1.0000;12;No
55620;Turkey;Pakistan;Panter 155mm;towed gun;Artillery;2009;Yes;20;Yes;2012;No;New;1.1000;1.1000;22;Yes
55620;Turkey;Pakistan;Panter 155mm;towed gun;Artillery;2009;Yes;20;Yes;2011;No;New;1.1000;1.1000;22;Yes
51048;France;Oman;VL-MICA;SAM system;Air defence systems;2009;No;1;Yes;2012;No;New;20.0000;20.0000;20;No
55622;France;Oman;MICA;BVRAAM;Missiles;2009;No;50;Yes;2012;No;New;0.4000;0.4000;20;No
54336;Italy;Zambia;SF-260TP;trainer aircraft;Aircraft;2011;Yes;5;Yes;2012;No;New;0.5200;0.5200;2.6;No
53410;United States;Egypt;Beech-1900 SIGINT;SIGINT aircraft;Aircraft;2011;No;2;No;2012;No;New;12.5000;12.5000;25;No
39306;China;Pakistan;ZDK-03;AEW&C aircraft;Aircraft;2008;No;1;No;2011;No;New;125.0000;125.0000;125;No
18702;United States;Japan;S-70/UH-60L;helicopter;Aircraft;1988;No;2;Yes;2012;No;New;7.2500;7.2500;14.5;Yes
30717;United States;Japan;AH-64D Apache;combat helicopter;Aircraft;2001;No;1;No;2012;No;New;15.5000;15.5000;15.5;Yes
30589;United States;Taiwan;P-3CUP Orion;ASW aircraft;Aircraft;2008;Yes;1;Yes;2012;Yes;New;75.0000;75.0000;75;No
51470;Russia;Viet Nam;Su-30MK;FGA aircraft;Aircraft;2010;No;10;No;2012;No;New;55.0000;55.0000;550;No
51470;Russia;Viet Nam;Su-30MK;FGA aircraft;Aircraft;2010;No;2;No;2011;No;New;55.0000;55.0000;110;No
51030;Romania;Viet Nam;Yak-52;trainer aircraft;Aircraft;2008;No;2;Yes;2011;No;New;0.2000;0.2000;0.4;No
55624;Czechia;Russia;L-410 Turbolet;light transport ac;Aircraft;2011;No;3;Yes;2012;Yes;New;2.5000;2.5000;7.5;No
54912;United States;El Salvador;MD-500E;light helicopter;Aircraft;2011;No;3;No;2012;No;New;0.7000;0.7000;2.1;No
55102;China;Tanzania;K-8;trainer/combat aircraft;Aircraft;2010;Yes;3;Yes;2011;Yes;New;3.5000;3.5000;10.5;No
55102;China;Tanzania;K-8;trainer/combat aircraft;Aircraft;2010;Yes;3;Yes;2012;Yes;New;3.5000;3.5000;10.5;No
55631;Ukraine;Tanzania;AI-25;turbofan;Engines;2010;Yes;3;Yes;2011;Yes;New;0.6000;0.6000;1.8;No
55631;Ukraine;Tanzania;AI-25;turbofan;Engines;2010;Yes;3;Yes;2012;Yes;New;0.6000;0.6000;1.8;No
31164;United States;India;P-8A Poseidon;ASW aircraft;Aircraft;2009;No;1;No;2012;No;New;125.0000;125.0000;125;Yes
51609;Sweden;Italy;ARTHUR;arty locating radar;Sensors;2009;No;2;Yes;2012;No;New;4.0000;4.0000;8;No
35787;Sweden;Japan;Stirling AIP;AIP engine;Engines;2005;No;4;No;2012;No;New;2.0000;2.0000;8;Yes
51511;Australia;United States;EPF;transport ship;Ships;2009;No;1;No;2013;No;New;30.0000;30.0000;30;Yes
51137;Netherlands;Belgium;Gatekeeper;EO system;Sensors;2009;Yes;1;No;2013;No;New;2.5000;2.5000;2.5;No
37117;Russia;India;MiG-29SMT;FGA aircraft;Aircraft;2008;No;3;No;2012;No;New;35.0000;35.0000;105;Yes
54751;Russia;India;PJ-10 BrahMos;SSM;Missiles;1998;No;25;Yes;2012;No;New;1.4000;1.4000;35;Yes
51519;United States;Saudi Arabia;LAV-25 turret;IFV turret;Other;2009;Yes;60;Yes;2012;Yes;New;0.6000;0.6000;36;No
53376;United States;Saudi Arabia;6V-53;diesel engine;Engines;2010;No;125;Yes;2012;No;New;0.0400;0.0400;5;No
29757;United States;Japan;S-70/UH-60L;helicopter;Aircraft;1995;No;3;Yes;2012;No;New;7.2500;7.2500;21.75;Yes
54419;France;Qatar;Higuard;APC;Armoured vehicles;2011;No;4;No;2012;No;New;0.3000;0.3000;1.2;No
39939;Russia;Algeria;96K9 Pantsyr-S1;SPAAG/SAM system;Air defence systems;2006;Yes;6;Yes;2012;No;New;11.0000;11.0000;66;No
4963;United States;Japan;CH-47D Chinook;transport helicopter;Aircraft;1984;No;1;Yes;2012;No;New;18.0000;18.0000;18;Yes
4963;United States;Japan;CH-47D Chinook;transport helicopter;Aircraft;1984;No;1;Yes;2011;No;New;18.0000;18.0000;18;Yes
51524;Netherlands;United States;Stan Patrol-4708;patrol craft;Ships;2008;No;1;No;2012;No;New;15.4000;15.4000;15.4;Yes
51001;United States;Israel;AH-64D Apache;combat helicopter;Aircraft;2011;No;3;No;2012;No;New;15.5000;15.5000;46.5;No
30338;France;Saudi Arabia;A-330 MRTT;tanker/transport ac;Aircraft;2008;No;1;No;2011;No;New;98.0000;98.0000;98;No
30338;France;Saudi Arabia;A-330 MRTT;tanker/transport ac;Aircraft;2008;No;2;Yes;2012;No;New;98.0000;98.0000;196;No
53608;United Kingdom;Saudi Arabia;Air refuel system;air refuel system;Other;2008;No;2;Yes;2012;No;New;10.0000;10.0000;20;No
53609;United States;Saudi Arabia;CF6/F-103;turbofan;Engines;2008;No;2;No;2011;Yes;New;6.0000;6.0000;12;No
52358;Netherlands;Colombia;MIRADOR;EO search/fire control;Sensors;2009;No;2;Yes;2012;No;New;2.5000;2.5000;5;No
52357;Netherlands;Colombia;SMART;air search radar;Sensors;2009;No;2;Yes;2012;No;New;12.5000;12.5000;25;No
40340;Denmark;Colombia;Scanter-2001;sea search radar;Sensors;2008;No;3;Yes;2012;No;New;1.0000;1.0000;3;No
52293;United States;Saudi Arabia;AAQ-33 Sniper;aircraft EO system;Sensors;2010;No;10;Yes;2011;Yes;New;1.0000;1.0000;10;No
50651;South Africa;Congo;Mirage F-1A;FGA aircraft;Aircraft;2008;Yes;2;No;2012;No;Second hand but modernized;14.0000;9.24;18.48;No
50774;Russia;China;D-30;turbofan;Engines;2011;No;24;Yes;2012;No;New;3.0000;3.0000;72;No
50338;France;Brazil;EC725 Super Cougar;transport helicopter;Aircraft;2008;No;1;Yes;2012;No;New;7.5000;7.5000;7.5;Yes
37123;Canada;Brazil;PT6;turboprop/turboshaft;Engines;2001;Yes;10;Yes;2011;No;New;0.5000;0.5000;5;No
37123;Canada;Brazil;PT6;turboprop/turboshaft;Engines;2001;Yes;5;Yes;2012;No;New;0.5000;0.5000;2.5;No
40095;United States;United Kingdom;Paveway;guided bomb;Missiles;2003;No;600;Yes;2012;No;New;0.0200;0.0200;12;Yes
40095;United States;United Kingdom;Paveway;guided bomb;Missiles;2003;No;600;Yes;2011;No;New;0.0200;0.0200;12;Yes
8193;Poland;Philippines;W-3 Sokol;helicopter;Aircraft;2011;No;4;No;2012;No;New;2.5500;2.5500;10.2;No
35383;Spain;Portugal;C-295;transport aircraft;Aircraft;2006;No;2;Yes;2011;Yes;New;12.0000;12.0000;24;No
50781;Russia;Venezuela;BMP-3;IFV;Armoured vehicles;2009;No;75;Yes;2012;No;New;1.4500;1.4500;108.75;No
53493;Russia;Venezuela;Bastion;anti-tank missile;Missiles;2009;Yes;100;Yes;2011;Yes;New;0.0200;0.0200;2;No
53493;Russia;Venezuela;Bastion;anti-tank missile;Missiles;2009;Yes;500;Yes;2012;Yes;New;0.0200;0.0200;10;No
55068;Russia;Malaysia;R-77;BVRAAM;Missiles;2012;No;5;Yes;2012;Yes;New;0.4000;0.4000;2;No
54013;Turkey;Egypt;MRTP-20;patrol craft;Ships;2011;No;1;No;2011;No;New;4.2000;4.2000;4.2;No
54013;Turkey;Egypt;MRTP-20;patrol craft;Ships;2011;No;2;Yes;2012;No;New;4.2000;4.2000;8.4;No
53782;France;Ecuador;AS-350/AS-550 Fennec;light helicopter;Aircraft;2010;No;2;No;2012;No;New;0.9000;0.9000;1.8;No
53056;Ukraine;Cambodia;T-55;tank;Armoured vehicles;2010;Yes;100;Yes;2012;No;Second hand;1.2500;0.5;50;No
52771;Portugal;Mozambique;Cessna-337/O-2;light aircraft;Aircraft;2010;No;1;No;2011;No;Second hand;0.3500;0.14;0.14;No
52771;Portugal;Mozambique;Cessna-337/O-2;light aircraft;Aircraft;2010;No;1;No;2012;No;Second hand;0.3500;0.14;0.14;No
51841;United States;Iraq;AMP-137;OPV;Ships;2010;No;2;No;2012;No;New;21.0000;21.0000;42;No
54996;United States;Lebanon;UH-1H Huey-2;helicopter;Aircraft;2012;No;6;No;2012;No;New;3.1000;3.1000;18.6;No
39306;China;Pakistan;ZDK-03;AEW&C aircraft;Aircraft;2008;No;1;Yes;2013;Yes;New;125.0000;125.0000;125;No
51002;United States;Italy;F-124;turbofan;Engines;2009;No;2;Yes;2012;No;New;1.0000;1.0000;2;No
52934;United States;Lebanon;CSC-43m;patrol craft;Ships;2010;No;1;No;2012;No;New;12.2000;12.2000;12.2;No
33142;Switzerland;China;Skyguard;fire control radar;Sensors;1995;Yes;10;Yes;2012;Yes;New;5.0000;5.0000;50;Yes
38033;France;China;AS565S Panther;ASW helicopter;Aircraft;1980;Yes;2;Yes;2012;Yes;New;9.5000;9.5000;19;Yes
29951;Russia;China;9M119;anti-tank missile;Missiles;1998;Yes;100;Yes;2012;Yes;New;0.0200;0.0200;2;Yes
37402;United States;Norway;ST-40;gas turbine;Engines;1999;Yes;4;Yes;2012;No;New;1.7500;1.7500;7;No
37404;United States;Norway;ST-18;gas turbine;Engines;1999;Yes;4;Yes;2012;No;New;0.7500;0.7500;3;No
37396;Italy;Norway;Super Rapid 76mm;naval gun;Naval weapons;2000;Yes;2;No;2012;No;New;2.7500;2.7500;5.5;No
34773;Sweden;Norway;CEROS-200;fire control radar;Sensors;2003;No;2;No;2012;No;New;2.5000;2.5000;5;No
36052;Russia;India;Mi-8MT/Mi-17;transport helicopter;Aircraft;2008;No;30;Yes;2012;No;New;6.7500;6.7500;202.5;No
40213;United States;UAE;Patriot Configuration-3;SAM/ABM system;Air defence systems;2008;No;4;Yes;2013;Yes;New;55.0000;55.0000;220;No
53511;United States;Azerbaijan;6BT;diesel engine;Engines;2011;No;60;Yes;2012;No;New;0.0300;0.0300;1.8;No
51998;France;Djibouti;EDIC;landing craft;Ships;2010;Yes;1;No;2012;No;Second hand;14.0000;5.6;5.6;No
54221;Netherlands;Cabo Verde;Stan Patrol-5009;patrol craft;Ships;2010;No;1;No;2012;No;New;10.0000;10.0000;10;No
55540;Spain;Pakistan;ATR-72;transport aircraft;Aircraft;2012;No;2;No;2013;No;Second hand;13.0000;5.2;10.4;No
53887;Russia;Kazakhstan;BTR-82A;IFV;Armoured vehicles;2010;Yes;32;Yes;2012;No;New;0.9500;0.9500;30.4;No
40152;Russia;Syria;Buk-M2;SAM system;Air defence systems;2007;No;2;Yes;2012;Yes;New;60.0000;60.0000;120;No
36065;Russia;Syria;96K9 Pantsyr-S1;SPAAG/SAM system;Air defence systems;2006;Yes;12;Yes;2012;Yes;New;11.0000;11.0000;132;No
36065;Russia;Syria;96K9 Pantsyr-S1;SPAAG/SAM system;Air defence systems;2006;Yes;3;Yes;2011;Yes;New;11.0000;11.0000;33;No
51307;Russia;Mongolia;T-72;tank;Armoured vehicles;2009;No;50;Yes;2012;No;Second hand but modernized;2.1400;1.4124;70.62;No
55739;Russia;Mongolia;BTR-70;APC;Armoured vehicles;2009;No;40;Yes;2012;No;Second hand but modernized;0.3000;0.198;7.92;No
39472;Russia;India;Su-30MK;FGA aircraft;Aircraft;2007;No;6;Yes;2012;No;New;55.0000;55.0000;330;No
39472;Russia;India;Su-30MK;FGA aircraft;Aircraft;2007;No;13;Yes;2011;No;New;55.0000;55.0000;715;No
34794;Russia;India;MiG-29SMT;FGA aircraft;Aircraft;2010;No;4;No;2012;No;New;35.0000;35.0000;140;No
